[SNID] Subject,[PT] Subject,Subject,Predicate,[SNID] Object,[PT] Object,Object,Sentence,Location,#Docs,Doc#,Doc,Source,#Hits,Hit#,Hit
nal_thesaurus.312420,sodium cholate,sodium cholate,convert,ncbi.10683,DLL3,delta 3-29,The role of the NH2-terminal region in the high level of aggregation of purified full-length P450 is indicated by the finding that the multimeric state of 2E1 or 2B4 is unaffected by sodium cholate at concentrations that convert 2E1 (delta 3-29) or 2B4 (delta 2-27) to the monomeric state.,Standard Abstract,1,1,7733676,https://www.ncbi.nlm.nih.gov/pubmed/7733676,1,1,"This laboratory previously expressed cDNAs encoding rabbit liver cytochrome P450 2E1 (the ethanol-inducible isoform) and the corresponding protein lacking amino acids 3-29, a proposed membrane anchor, in Escherichia coli.... The role of the NH2-terminal region in the high level of aggregation of purified full-length P450 is indicated by the finding that the multimeric state of 2E1 or 2B4 is unaffected by sodium cholate at concentrations that convert 2E1 (delta 3-29) or 2B4 (delta 2-27) to the monomeric state.... eng"
nlm.D002096,C-Peptide,C-peptide concentration,measured,ncbi.2641,GCG,glucagon,C-peptide concentration measured before administration of glucagon was 1.15 +/- 0.49 ng/ml and after administration of 1 mg of glucagon was 3.14 +/- 1.44 ng/ml.,Standard Abstract,1,1,9411418,https://www.ncbi.nlm.nih.gov/pubmed/9411418,1,1,Gestational diabetes is a disease appearing in many forms. Up till now the etiopathogenesis was not clearly defined.... C-peptide concentration measured before administration of glucagon was 1.15 +/- 0.49 ng/ml and after administration of 1 mg of glucagon was 3.14 +/- 1.44 ng/ml.... pol
nal_thesaurus.47508,interleukin-4,IL-4,assumed,ncbi.51497,NELFCD,Th1,"We also found that Th effector populations recultured in IFN-gamma or IL-4 assumed a more Th1 or Th2-like phenotype, respectively, regardless of their initial cytokine profile.",Standard Abstract,1,1,7925578,https://www.ncbi.nlm.nih.gov/pubmed/7925578,1,1,"Immune challenges can elicit polarized responses skewed towards the development of T helper type 1 (Th1) or Th2 T cell subsets.... We also found that Th effector populations recultured in IFN-gamma or IL-4 assumed a more Th1 or Th2-like phenotype, respectively, regardless of their initial cytokine profile.... eng"
chebi.35511,hydrazine hydrate,hydrazine hydrate,gives,ncbi.114548,NLRP3,AII,"Secondly condensation between 3,5-dibromo-salicylaldehyde and hydrazine hydrate gives AII.",Standard Abstract,1,1,25437844,https://www.ncbi.nlm.nih.gov/pubmed/25437844,1,1,"Three Schiff's bases AI (2(1-hydrazonoethyl)phenol), AII (2, 4-dibromo 6-(hydrazonomethyl)phenol) and AIII (2(hydrazonomethyl)phenol) were prepared as new hydrazone compounds via condensation reactions with molar ratio (1:1) of reactants.... Secondly condensation between 3,5-dibromo-salicylaldehyde and hydrazine hydrate gives AII. ... eng"
nlm.D047309_group_4_fadd9432b44d128a100f530806a37e82,Flavones,The flavones,also increased,ncbi.596,BCL2,Bcl-2,"The flavones also increased the content of Bcl-2 in the cell, resulted in its phosphorylation, and in contrast decreased the Bax levels.",Standard Abstract,1,1,12090934,https://www.ncbi.nlm.nih.gov/pubmed/12090934,1,1,"The oxidative modification of proteins plays a major role in a number of human diseases including Alzheimer's disease (AD).... The flavones also increased the content of Bcl-2 in the cell, resulted in its phosphorylation, and in contrast decreased the Bax levels.... eng"
chebi.32126,Seratrodast,seratrodast,significantly improved,ncbi.8706,B3GALNT1,p,The addition of seratrodast to asthmatic patients significantly improved mean PEF (p < 0.05).,Standard Abstract,1,1,12807169,https://www.ncbi.nlm.nih.gov/pubmed/12807169,1,1,"Thromboxane A2 (TXA2), an arachidonate derivative, is a potent bronchoconstrictor; therefore, blocking TXA2 should attenuate airway narrowing.... The addition of seratrodast to asthmatic patients significantly improved mean PEF (p < 0.05). ... eng"
nlm.D005947,Glucose,glucose-1-P,activated,ncbi.353,APRT,N6-(6-aminohexyl)AMP,The KM value for glucose-1-P of liver phosphorylase b activated with N6-(6-aminohexyl)AMP is considerably higher than that of muscle phosphorylase b.,Standard Abstract,1,1,6815186,https://www.ncbi.nlm.nih.gov/pubmed/6815186,1,1,"Characteristics of the activator sites of liver and muscle phosphorylase b were probed by using AMP and AMP analogs in kinetic studies, by quantitative affinity chromatography, and by reaction with an affinity-labeling reagent.... The KM value for glucose-1-P of liver phosphorylase b activated with N6-(6-aminohexyl)AMP is considerably higher than that of muscle phosphorylase b.... eng"
nlm.D009638_group_2_395cf4fc2854459dfbd46f011fc86b8c,Norepinephrine,norepinephrine infusion,filling,ncbi.8706,B3GALNT1,P,"In contrast to volume, norepinephrine infusion decreased biventricular filling pressures (P less than 0.01) and increased (P less than 0.01) SV from 6.2 to 11.3 ml.",Standard Abstract,1,1,6198941,https://www.ncbi.nlm.nih.gov/pubmed/6198941,1,1,"The authors investigated the effects of treatment on ventricular performance when cardiac output (CO) was reduced significantly because of an acute increase in pulmonary vascular resistance (PVR).... In contrast to volume, norepinephrine infusion decreased biventricular filling pressures (P less than 0.01) and increased (P less than 0.01) SV from 6.2 to 11.3 ml.... eng"
nal_thesaurus.27401,cocaine,cocaine self-administration,increased,ncbi.5173,PDYN,preprodynorphin,"Quantitative in situ hybridization revealed that cocaine self-administration increased levels of preprodynorphin, but not preproenkephalin, c-fos, or zif/268 mRNAs in a patchy pattern in the dorsal striatum.",Standard Abstract,1,1,7633900,https://www.ncbi.nlm.nih.gov/pubmed/7633900,1,1,"Rats self-administered cocaine or received saline during 3 daily 5 h sessions and were euthanized 1 h after the final session. Quantitative in situ hybridization revealed that cocaine self-administration increased levels of preprodynorphin, but not preproenkephalin, c-fos, or zif/268 mRNAs in a patchy pattern in the dorsal striatum.... eng"
nal_thesaurus.20830,cadmium,10.0 mg/kg cadmium,significantly decreased average daily,ncbi.8706,B3GALNT1,p,The results showed that 10.0 mg/kg cadmium significantly decreased average daily gain (p < 0.05) and increased feed/gain ratio (p < 0.05) of pigs.,Standard Abstract,1,1,16958794,https://www.ncbi.nlm.nih.gov/pubmed/16958794,1,1,An inhibition of sex hormone secretion is observed in domestic animals exposed to cadmium in experimental conditions.... The results showed that 10.0 mg/kg cadmium significantly decreased average daily gain (p < 0.05) and increased feed/gain ratio (p < 0.05) of pigs.... eng
nlm.D013917,Thrombin,thrombin-stimulated endothelial cells,produce,ncbi.9768,PCLAF,PAF,"Furthermore, thrombin-stimulated endothelial cells which produce PAF can augment and prime PMN superoxide production, elastase release and adhesion to endothelium.",Standard Abstract,1,1,1966817,https://www.ncbi.nlm.nih.gov/pubmed/1966817,1,1,"We have shown that platelet-activating factor (PAF) primes neutrophil (PMN) responses and enhances their ability to damage endothelial cells. Furthermore, thrombin-stimulated endothelial cells which produce PAF can augment and prime PMN superoxide production, elastase release and adhesion to endothelium.... eng"
nlm.D020932,Nerve Growth Factor,NGF,brain‐derived,ncbi.4908,NTF3,neurotrophic factor,"For the functional experiments, reverse transcription quantitative polymerase chain reaction (RT‐qPCR) was performed to measure the expression levels of nerve growth factor (NGF), brain‐derived neurotrophic factor (BDNF) and glial cell‐derived neurotrophic factor (GDNF) mRNA.",Standard Abstract,1,1,25374158,https://www.ncbi.nlm.nih.gov/pubmed/25374158,1,1,"Human amniotic epithelial cells (hAECs) exhibit multi‐lineage differentiation ability.... For the functional experiments, reverse transcription quantitative polymerase chain reaction (RT‐qPCR) was performed to measure the expression levels of nerve growth factor (NGF), brain‐derived neurotrophic factor (BDNF) and glial cell‐derived neurotrophic factor (GDNF) mRNA.... eng"
nal_thesaurus.7821,propranolol,propranolol,reduced significantly,ncbi.8706,B3GALNT1,p,"Compared to placebo, propranolol reduced significantly (p less than 0.001) peak heart rate (x +/- SD: 114 +/- 6 vs 150 +/- 11 beats/min) and rate pressure product (20.1 +/- 2.1 vs 28.0 +/- 3.9 X 10(-3)) and increased exercise duration (462 +/- 91 vs 355 +/- 85 sec).",Standard Abstract,1,1,3007250,https://www.ncbi.nlm.nih.gov/pubmed/3007250,1,1,"Patients with coronary artery disease exhibit a reduced coronary vasodilator reserve in response to exercise testing.... Compared to placebo, propranolol reduced significantly (p less than 0.001) peak heart rate (x +/- SD: 114 +/- 6 vs 150 +/- 11 beats/min) and rate pressure product (20.1 +/- 2.1 vs 28.0 +/- 3.9 X 10(-3)) and increased exercise duration (462 +/- 91 vs 355 +/- 85 sec).... ita"
nlm.D004986,Ether,poly(methyl vinyl ether-co-maleic anhydride,-shelled,ncbi.10522,DEAF1,SPN,"Recently, we have developed a formulation of poly(methyl vinyl ether-co-maleic anhydride)-shelled selol nanocapsules (SPN), which reduced the proliferative activity of lung adenocarcinoma cells and presented little deleterious effects on normal cells in in vitro studies.",Standard Abstract,1,1,26580675,https://www.ncbi.nlm.nih.gov/pubmed/26580675,1,1,"Selol is a semi-synthetic compound containing selenite that is effective against cancerous cells and safer for clinical applications in comparison with other inorganic forms of selenite. Recently, we have developed a formulation of poly(methyl vinyl ether-co-maleic anhydride)-shelled selol nanocapsules (SPN), which reduced the proliferative activity of lung adenocarcinoma cells and presented little deleterious effects on normal cells in in vitro studies.... eng"
chebi.59560,sapropterin,tetrahydrobiopterin,requires,ncbi.5860,QDPR,dihydropteridine reductase,"Regeneration of tetrahydrobiopterin requires dihydropteridine reductase, without which there should be a deficiency of hydroxylated amino acids and their products, biogenic amines.",Standard Abstract,1,1,20665,https://www.ncbi.nlm.nih.gov/pubmed/20665,1,1,"In the enzymatic hydroxylation of aromatic amino acids, tetrahydrobiopterin is the essential cofactor. Regeneration of tetrahydrobiopterin requires dihydropteridine reductase, without which there should be a deficiency of hydroxylated amino acids and their products, biogenic amines.... eng"
nlm.D000450,Aldosterone,aldosterone,decreased,ncbi.114548,NLRP3,AVP,"Plasma cGMP increased, aldosterone decreased and AVP was unchanged in both groups, whereas angiotensin II decreased in the patients (P less than 0.01), but not in the controls.",Standard Abstract,1,1,1965738,https://www.ncbi.nlm.nih.gov/pubmed/1965738,1,1,"Blood volume, blood pressure, plasma concentrations of atrial natriuretic peptide (ANP), cyclic 3',5'-guanosine monophosphate (cGMP), angiotensin II, aldosterone, and arginine vasopressin (AVP), and urinary excretion rates of cGMP, sodium, and water were determined before and after infusion of human albumin 20%, 3.5 ml/kg body-weight to 12 patients with chronic glomerulonephritis and 19 healthy control subjects (Study 1); and before and after frusemide injection, 0.75 mg/kg to 15 patients with chronic glomerulonephritis and 19 healthy control subjects (Study 2).... Plasma cGMP increased, aldosterone decreased and AVP was unchanged in both groups, whereas angiotensin II decreased in the patients (P less than 0.01), but not in the controls.... eng"
nlm.D014443,Tyrosine,Tyrosine phosphorylation,alters,ncbi.4792,NFKBIA,IkappaBalpha,Tyrosine phosphorylation alters the association between IkappaBalpha and NF-kappaB with sufficient intensity to allow transient NF-kappaB translocation to the cell nuclei within 45 min of onset of reoxygenation stress.,Standard Abstract,1,1,12361806,https://www.ncbi.nlm.nih.gov/pubmed/12361806,1,1,The transcription factor nuclear factor kappaB (NF-kappaB) regulates genes that contribute to acute inflammatory reactions in cytokine-activated endothelium.... Tyrosine phosphorylation alters the association between IkappaBalpha and NF-kappaB with sufficient intensity to allow transient NF-kappaB translocation to the cell nuclei within 45 min of onset of reoxygenation stress.... eng
nlm.D000432,Methanol,the methanol extract,leaves,ncbi.51124,IER3IP1,MEDS,This study evaluated the antinociceptive effect of the methanol extract of D. sissoo leaves (MEDS) in mice.,Standard Abstract,1,1,28114964,https://www.ncbi.nlm.nih.gov/pubmed/28114964,1,1,"Dalbergia sissoo DC. (Family: Fabaceae) is a medium to large deciduous tree, is locally called ""shishu"" in Bangladesh.... This study evaluated the antinociceptive effect of the methanol extract of D. sissoo leaves (MEDS) in mice. ... eng"
nal_thesaurus.44045,guanosinetriphosphatase,RhoA-GTPase signaling,increased,ncbi.9402,GRAP2,p38-MAPK,"In understanding the mechanisms involved, hypoxia caused no changes in RhoA-GTPase signaling but increased the phosphorylation of p38-MAPK significantly.",Standard Abstract,1,1,17675562,https://www.ncbi.nlm.nih.gov/pubmed/17675562,1,1,"Phagocytosis is the process by which microbial pathogens are engulfed by macrophages and neutrophils and represents the first line of defense against bacterial infection.... In understanding the mechanisms involved, hypoxia caused no changes in RhoA-GTPase signaling but increased the phosphorylation of p38-MAPK significantly. ... eng"
nlm.D047628,Estrogen Receptor alpha,ERalpha,augmenting,ncbi.6667,SP1,Sp1,These findings suggest a contribution of estrogen for HIV-1 replication through ERalpha by augmenting Sp1 DNA-binding and transcriptional activity.,Standard Abstract,1,1,16399621,https://www.ncbi.nlm.nih.gov/pubmed/16399621,1,1,Gene expression from human immunodeficiency virus (HIV) provirus is a crucial step for the viral replication.... These findings suggest a contribution of estrogen for HIV-1 replication through ERalpha by augmenting Sp1 DNA-binding and transcriptional activity. ... eng
nlm.D005419_group_11_37ac3b6c674bfe29a67954cb579d7426,Flavonoids,Epidermal flavonoids,decreased,ncbi.5479,PPIB,UV-B,Epidermal flavonoids measured in vivo decreased when UV-B was excluded.,Standard Abstract,1,1,20519675,https://www.ncbi.nlm.nih.gov/pubmed/20519675,1,1,"Ultraviolet (UV) radiation is an important environmental factor for plant communities; however, plant responses to solar UV are not fully understood.... Epidermal flavonoids measured in vivo decreased when UV-B was excluded. ... eng"
